6.716480559869960620e-01,1.898849456224250831e-01,-4.139834871367011337e-01,-5.510475694866037166e-01,-5.510475694866036056e-01,-5.459449883133322690e-01,1.500242688619976672e+00,-6.662521097548812499e-01,1.071459899291370421e+00,8.855241416610168947e-01,-5.040186939779314201e-01,9.275768757353001215e-01,-3.017772432120797155e-01,-2.139989226199989422e-03,-1.931247749713673745e-01
6.716480559869960620e-01,-2.327979387330363914e-01,-6.628275197121428208e-01,1.755581038684884021e+00,1.755581038684884465e+00,-1.274988091316616279e+00,-6.560122101375684966e-01,-2.209550718299695682e-01,-9.333060440818814474e-01,8.855241416610168947e-01,-5.040186939779314201e-01,-1.078077759546656855e+00,-3.017772432120797155e-01,-1.072498855811524709e+00,-1.502615458960271932e-01
6.716480559869960620e-01,8.940746309586237173e-01,-7.544021236999053359e-01,-5.510475694866037166e-01,-5.510475694866036056e-01,6.691268500254745621e-01,-6.560122101375684966e-01,8.180713499948243372e-01,-9.333060440818814474e-01,-1.129274689365617590e+00,7.045157264660928398e-01,-1.078077759546656855e+00,-3.017772432120797155e-01,1.900720218036599629e+00,1.711907628377085766e+00
6.716480559869960620e-01,-1.042658345158100408e+00,-9.614403588026728675e-01,1.755581038684884021e+00,1.755581038684884465e+00,-5.991625297780952403e-02,1.500242688619976672e+00,-6.662521097548812499e-01,1.071459899291370421e+00,8.855241416610168947e-01,-5.040186939779314201e-01,-1.078077759546656855e+00,3.347492012667328876e+00,1.900720218036599629e+00,-1.929342717310325306e-01
-1.488875000956395356e+00,-9.023276275520875078e-01,-3.642146806216128296e-01,-5.510475694866037166e-01,-5.510475694866036056e-01,1.398169953028758794e+00,-6.560122101375684966e-01,-6.543775220768835998e-01,-9.333060440818814474e-01,8.855241416610168947e-01,-5.040186939779314201e-01,9.275768757353001215e-01,-3.017772432120797155e-01,-4.778550410418999084e-01,-1.931247749713673745e-01
6.716480559869960620e-01,-8.177910506809952240e-01,1.228387127861213957e+00,-5.510475694866037166e-01,-5.510475694866036056e-01,9.121412176932359728e-01,-6.560122101375684966e-01,-5.801613490893983149e-01,-9.333060440818814474e-01,-1.129274689365617590e+00,7.045157264660928398e-01,9.275768757353001215e-01,-3.017772432120797155e-01,-3.529798399402786502e-01,-1.931247749713673745e-01
-1.488875000956395356e+00,2.204391572460554283e+00,-5.632899066819661016e-01,-5.510475694866037166e-01,-5.510475694866036056e-01,1.641184320696519983e+00,6.273942278161317998e-02,1.263368387919735714e+00,1.071459899291370421e+00,-1.129274689365617590e+00,-3.025962905705941175e-01,9.275768757353001215e-01,-3.017772432120797155e-01,-1.072498855811524709e+00,-1.912197425680189355e-01
6.716480559869960620e-01,1.324365807232483760e+00,2.001635852594888798e-01,-5.510475694866037166e-01,-5.510475694866036056e-01,6.691268500254745621e-01,-6.560122101375684966e-01,9.665036959697947960e-01,1.071459899291370421e+00,8.855241416610168947e-01,-5.040186939779314201e-01,9.275768757353001215e-01,-3.017772432120797155e-01,1.692594882867231032e+00,-1.645492889211405962e-01
6.716480559869960620e-01,-3.452315859715889834e-01,1.526999966951743781e+00,-5.510475694866037166e-01,-5.510475694866036056e-01,1.398169953028758794e+00,1.500242688619976672e+00,-5.920359367673959650e-01,1.071459899291370421e+00,8.855241416610168947e-01,-5.040186939779314201e-01,-1.078077759546656855e+00,-3.017772432120797155e-01,3.208936610529774747e+00,-1.931247749713673745e-01
-1.488875000956395356e+00,-9.090905537017747173e-01,9.377372978130977810e-01,-5.510475694866037166e-01,-5.510475694866036056e-01,-5.459449883133322690e-01,-6.560122101375684966e-01,-6.543775220768835998e-01,1.071459899291370421e+00,8.855241416610168947e-01,-5.040186939779314201e-01,9.275768757353001215e-01,-3.017772432120797155e-01,1.167887737277249899e-01,-2.621534636522082889e-03
6.716480559869960620e-01,1.366634095668030069e+00,-4.637522936517894934e-01,-5.510475694866037166e-01,-5.510475694866036056e-01,-5.991625297780952403e-02,1.500242688619976672e+00,7.590962011997152981e-02,-9.333060440818814474e-01,-1.129274689365617590e+00,1.913050146910117100e+00,-1.078077759546656855e+00,-3.017772432120797155e-01,1.365540784743937142e+00,2.850383582690942941e-01
6.716480559869960620e-01,-8.456881210484554767e-01,1.327924740891390565e+00,-5.510475694866037166e-01,-5.510475694866036056e-01,-5.459449883133322690e-01,-6.560122101375684966e-01,-5.178197637799106801e-01,-9.333060440818814474e-01,8.855241416610168947e-01,-5.040186939779314201e-01,-1.078077759546656855e+00,-3.017772432120797155e-01,-4.778550410418999084e-01,-1.801705546285979065e-01
6.716480559869960620e-01,1.077519002768894119e+00,-8.619027457724961483e-01,-5.510475694866037166e-01,-5.510475694866036056e-01,-5.991625297780952403e-02,-6.560122101375684966e-01,2.525043328706985335e+00,-9.333060440818814474e-01,8.855241416610168947e-01,-5.040186939779314201e-01,9.275768757353001215e-01,3.347492012667328876e+00,1.306076403266974717e+00,-1.931247749713673745e-01
6.716480559869960620e-01,7.182385510667519402e-01,3.325486105896238720e-01,-5.510475694866037166e-01,-5.510475694866036056e-01,1.398169953028758794e+00,1.500242688619976672e+00,3.727743120699126278e-01,-9.333060440818814474e-01,-1.129274689365617590e+00,-3.025962905705941175e-01,9.275768757353001215e-01,-3.017772432120797155e-01,-1.072498855811524709e+00,-9.787315480394473410e-02
-1.488875000956395356e+00,-1.042658345158100408e+00,-8.449813515573660894e-01,1.755581038684884021e+00,1.755581038684884465e+00,1.398169953028758794e+00,-6.560122101375684966e-01,-4.925862649641656876e-01,-9.333060440818814474e-01,8.855241416610168947e-01,-5.040186939779314201e-01,-1.078077759546656855e+00,-3.017772432120797155e-01,-1.210687521801249722e-01,-1.931247749713673745e-01
6.716480559869960620e-01,2.366701800053051752e+00,-4.139834871367011337e-01,-5.510475694866037166e-01,-5.510475694866036056e-01,6.691268500254745621e-01,-6.560122101375684966e-01,-1.467388988424842833e-01,-9.333060440818814474e-01,-1.129274689365617590e+00,5.030933230587554261e-01,-1.078077759546656855e+00,-3.017772432120797155e-01,-7.157125669497498288e-01,-1.820755870319463454e-01
6.716480559869960620e-01,1.950781841847277320e+00,9.128528945555536289e-01,-5.510475694866037166e-01,-5.510475694866036056e-01,1.641184320696519983e+00,6.273942278161317998e-02,3.613052424703519172e+00,-9.333060440818814474e-01,-1.129274689365617590e+00,1.711627743502779575e+00,-1.078077759546656855e+00,-3.017772432120797155e-01,-8.941057113806373247e-01,-1.359738028709137903e-01
6.716480559869960620e-01,-3.596028040396748171e-01,-8.370183425149519962e-01,-5.510475694866037166e-01,-5.510475694866036056e-01,1.398169953028758794e+00,-6.560122101375684966e-01,-5.311786749176580225e-01,-9.333060440818814474e-01,8.855241416610168947e-01,-5.040186939779314201e-01,-1.078077759546656855e+00,-3.017772432120797155e-01,1.167887737277249899e-01,-1.931247749713673745e-01
6.716480559869960620e-01,1.404886573055326437e-02,2.256610670462938728e+00,-5.510475694866037166e-01,-5.510475694866036056e-01,-1.031973723648855090e+00,-6.560122101375684966e-01,2.243419660949420857e-01,-9.333060440818814474e-01,-1.129274689365617590e+00,1.308782936688104970e+00,9.275768757353001215e-01,-3.017772432120797155e-01,4.141106811125374043e-01,-5.405740952693031259e-02
